1000;Amsterdam
1001;Amsterdam
1002;Amsterdam
1003;Amsterdam
1005;Amsterdam
1006;Amsterdam
1007;Amsterdam
1008;Amsterdam
1009;Amsterdam
1011;Amsterdam
1012;Amsterdam
1013;Amsterdam
1014;Amsterdam
1015;Amsterdam
1016;Amsterdam
1017;Amsterdam
1018;Amsterdam
1019;Amsterdam
1020;Amsterdam
1021;Amsterdam
1022;Amsterdam
1023;Amsterdam
1024;Amsterdam
1025;Amsterdam
1026;Amsterdam
1027;Amsterdam
1028;Amsterdam
1030;Amsterdam
1031;Amsterdam
1032;Amsterdam
1033;Amsterdam
1034;Amsterdam
1035;Amsterdam
1036;Amsterdam
1037;Amsterdam
1040;Amsterdam
1041;Amsterdam
1042;Amsterdam
1043;Amsterdam
1044;Amsterdam
1045;Amsterdam
1046;Amsterdam
1047;Amsterdam
1051;Amsterdam
1052;Amsterdam
1053;Amsterdam
1054;Amsterdam
1055;Amsterdam
1056;Amsterdam
1057;Amsterdam
1058;Amsterdam
1059;Amsterdam
1060;Amsterdam
1061;Amsterdam
1062;Amsterdam
1063;Amsterdam
1064;Amsterdam
1065;Amsterdam
1066;Amsterdam
1067;Amsterdam
1068;Amsterdam
1069;Amsterdam
1070;Amsterdam
1071;Amsterdam
1072;Amsterdam
1073;Amsterdam
1074;Amsterdam
1075;Amsterdam
1076;Amsterdam
1077;Amsterdam
1078;Amsterdam
1079;Amsterdam
1080;Amsterdam
1081;Amsterdam
1082;Amsterdam
1083;Amsterdam
1086;Amsterdam
1087;Amsterdam
1090;Amsterdam
1091;Amsterdam
1092;Amsterdam
1093;Amsterdam
1094;Amsterdam
1095;Amsterdam
1096;Amsterdam
1097;Amsterdam
1098;Amsterdam
1099;Amsterdam
1100;Amsterdam Zuidoost
1101;Amsterdam Zuidoost
1102;Amsterdam Zuidoost
1103;Amsterdam Zuidoost
1104;Amsterdam Zuidoost
1105;Amsterdam Zuidoost
1106;Amsterdam Zuidoost
1107;Amsterdam Zuidoost
1108;Amsterdam Zuidoost
1109;Amsterdam Zuidoost
1110;Diemen
1111;Diemen
1112;Diemen
1113;Diemen
1115;Duivendrecht
1117;Schiphol
1118;Luchthaven Schiphol
1119;Schiphol Rijk
1120;Landsmeer
1121;Landsmeer
1127;Den Ilp
1130;Volendam
1131;Volendam
1132;Volendam
1135;Edam
1140;Monnickendam
1141;Monnickendam
1145;Katwoude
1150;Broek in Waterland
1151;Broek in Waterland
1153;Zuiderwoude
1154;Uitdam
1156;Marken
1160;Zwanenburg
1161;Zwanenburg
1165;Halfweg
1170;Badhoevedorp
1171;Badhoevedorp
1175;Lijnden
1180;Amstelveen
1181;Amstelveen
1182;Amstelveen
1183;Amstelveen
1184;Amstelveen
1185;Amstelveen
1186;Amstelveen
1187;Amstelveen
1188;Amstelveen
1189;Amstelveen
1190;Ouderkerk Amstel
1191;Ouderkerk Amstel
1200;Hilversum
1201;Hilversum
1202;Hilversum
1211;Hilversum
1212;Hilversum
1213;Hilversum
1214;Hilversum
1215;Hilversum
1216;Hilversum
1217;Hilversum
1218;Hilversum
1221;Hilversum
1222;Hilversum
1223;Hilversum
1230;Loosdrecht
1231;Loosdrecht
1240;Kortenhoef
1241;Kortenhoef
1243;s Graveland
1244;Ankeveen
1250;Laren
1251;Laren
1252;Laren
1260;Blaricum
1261;Blaricum
1270;Huizen
1271;Huizen
1272;Huizen
1273;Huizen
1274;Huizen
1275;Huizen
1276;Huizen
1277;Huizen
1300;Almere
1301;Almere
1302;Almere
1303;Almere
1305;Almere
1309;Almere
1311;Almere
1312;Almere
1313;Almere
1314;Almere
1315;Almere
1316;Almere
1317;Almere
1318;Almere
1319;Almere
1320;Almere
1321;Almere
1322;Almere
1323;Almere
1324;Almere
1325;Almere
1326;Almere
1327;Almere
1328;Almere
1329;Almere
1331;Almere
1332;Almere
1333;Almere
1334;Almere
1335;Almere
1336;Almere
1338;Almere
1339;Almere
1341;Almere
1343;Almere
1349;Almere
1351;Almere
1352;Almere
1353;Almere
1354;Almere
1355;Almere
1356;Almere
1357;Almere
1358;Almere
1359;Almere
1361;Almere
1362;Almere
1380;Weesp
1381;Weesp
1382;Weesp
1383;Weesp
1390;Abcoude
1391;Abcoude
1393;Nigtevecht
1394;Nederhorst den Berg
1396;Baambrugge
1398;Muiden
1399;Muiderberg
1400;Bussum
1401;Bussum
1402;Bussum
1403;Bussum
1404;Bussum
1405;Bussum
1406;Bussum
1410;Naarden
1411;Naarden
1412;Naarden
1420;Uithoorn
1421;Uithoorn
1422;Uithoorn
1423;Uithoorn
1424;De Kwakel
1426;De Hoef
1427;Amstelhoek
1428;Vrouwenakker
1430;Aalsmeer
1431;Aalsmeer
1432;Aalsmeer
1433;Kudelstaart
1435;Rijsenhout
1436;Aalsmeerderbrug
1437;Rozenburg
1438;Oude Meer
1440;Purmerend
1441;Purmerend
1442;Purmerend
1443;Purmerend
1444;Purmerend
1445;Purmerend
1446;Purmerend
1447;Purmerend
1448;Purmerend
1451;Purmerland
1452;Ilpendam
1454;Watergang
1456;Wijdewormer
1458;Spijkerboor
1461;Zuidoostbeemster
1462;Middenbeemster
1463;Noordbeemster
1464;Westbeemster
1471;Kwadijk
1472;Middelie
1473;Warder
1474;Oosthuizen
1475;Beets
1476;Schardam
1477;Hobrede
1481;Purmer
1482;Purmer
1483;De Rijp
1484;Graft
1485;Noordeinde
1486;West Graftdijk
1487;Oost Graftdijk
1488;Starnmeer
1489;De Woude
1500;Zaandam
1501;Zaandam
1502;Zaandam
1503;Zaandam
1504;Zaandam
1505;Zaandam
1506;Zaandam
1507;Zaandam
1508;Zaandam
1509;Zaandam
1510;Oostzaan
1511;Oostzaan
1520;Wormerveer
1521;Wormerveer
1525;Westknollendam
1530;Wormer
1531;Wormer
1534;Oostknollendam
1536;Markenbinnen
1540;Koog aan de Zaan
1541;Koog aan de Zaan
1544;Zaandijk
1546;Jisp
1550;Westzaan
1551;Westzaan
1560;Krommenie
1561;Krommenie
1562;Krommenie
1566;Assendelft
1567;Assendelft
1600;Enkhuizen
1601;Enkhuizen
1602;Enkhuizen
1606;Venhuizen
1607;Hem
1608;Wijdenes
1609;Oosterleek
1610;Bovenkarspel
1611;Bovenkarspel
1613;Grootebroek
1614;Lutjebroek
